LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
8.0,19.0,2.0,7.0,10.0,7.0,7.0,33.0,35.12,20.63,14938.64,0.24,129.0,0.05,829.92,724.3,55.0,74.0,28.0,21.0,53.0,b'N'
9.0,5.0,0.0,5.0,3.0,3.0,1.0,28.0,38.33,20.13,15525.34,0.26,147.0,0.05,862.52,771.45,69.0,78.0,24.0,14.0,44.0,b'N'
9.0,7.0,0.0,0.0,4.0,4.0,1.0,30.0,50.0,17.14,14693.67,0.29,157.0,0.06,816.32,857.13,60.0,97.0,28.0,16.0,41.0,b'N'
1.0,3.0,2.0,0.0,2.0,2.0,1.0,18.0,20.69,24.92,12843.75,0.17,111.0,0.04,713.54,515.47,46.0,65.0,12.0,13.0,23.0,b'N'
3.0,15.0,0.0,1.0,8.0,1.0,1.0,23.0,7.91,39.0,12034.4,0.1,74.0,0.03,668.58,308.57,30.0,44.0,5.0,13.0,29.0,b'N'
6.0,11.0,0.0,5.0,6.0,6.0,1.0,34.0,52.23,16.39,14034.78,0.29,155.0,0.06,779.71,856.15,51.0,104.0,28.0,18.0,49.0,b'N'
13.0,13.0,0.0,8.0,7.0,7.0,7.0,44.0,94.47,13.02,16014.6,0.41,205.0,0.08,889.7,1230.0,93.0,112.0,50.0,14.0,67.0,b'N'
5.0,3.0,0.0,0.0,2.0,2.0,1.0,34.0,75.08,12.58,11873.65,0.31,174.0,0.08,659.65,944.17,83.0,91.0,33.0,10.0,41.0,b'Y'
4.0,7.0,0.0,3.0,4.0,4.0,1.0,19.0,25.41,24.81,15636.03,0.21,121.0,0.04,868.67,630.34,47.0,74.0,18.0,19.0,28.0,b'N'
6.0,5.0,0.0,0.0,3.0,3.0,1.0,71.0,67.75,14.46,14173.92,0.33,168.0,0.07,787.44,979.93,81.0,87.0,42.0,15.0,79.0,b'Y'
6.0,7.0,0.0,3.0,4.0,4.0,1.0,31.0,57.87,15.44,13798.14,0.3,160.0,0.06,766.56,893.59,75.0,85.0,34.0,14.0,42.0,b'Y'
4.0,13.0,0.0,0.0,7.0,6.0,3.0,27.0,41.43,17.81,13145.13,0.25,136.0,0.06,730.28,737.97,45.0,91.0,24.0,19.0,33.0,b'N'
5.0,5.0,8.0,2.0,3.0,3.0,1.0,33.0,29.24,20.64,12458.21,0.2,115.0,0.05,692.12,603.51,51.0,64.0,21.0,17.0,50.0,b'Y'
7.0,7.0,0.0,0.0,5.0,2.0,1.0,37.0,43.09,17.05,12520.45,0.24,141.0,0.06,695.58,734.53,50.0,91.0,22.0,15.0,46.0,b'N'
8.0,5.0,1.0,2.0,3.0,3.0,1.0,24.0,25.59,24.11,14873.23,0.21,127.0,0.04,826.29,616.96,45.0,82.0,14.0,15.0,37.0,b'N'
2.0,14.0,1.0,0.0,12.0,11.0,1.0,44.0,40.54,16.9,11574.05,0.23,122.0,0.06,643.0,684.99,49.0,73.0,29.0,20.0,47.0,b'N'
3.0,7.0,0.0,0.0,4.0,4.0,1.0,28.0,49.68,15.71,12267.49,0.26,151.0,0.06,681.53,780.66,44.0,107.0,21.0,15.0,34.0,b'Y'
8.0,11.0,0.0,5.0,6.0,6.0,1.0,47.0,77.33,12.63,12344.19,0.33,169.0,0.08,685.79,977.05,74.0,95.0,41.0,14.0,63.0,b'Y'
5.0,7.0,0.0,0.0,4.0,4.0,3.0,26.0,30.98,20.09,12501.62,0.21,114.0,0.05,694.53,622.38,44.0,70.0,23.0,21.0,33.0,b'Y'
10.0,29.0,0.0,19.0,15.0,13.0,5.0,71.0,80.51,12.73,13052.74,0.34,175.0,0.08,725.15,1025.15,73.0,102.0,43.0,15.0,102.0,b'Y'
2.0,21.0,0.0,9.0,11.0,1.0,11.0,28.0,21.6,27.08,15847.16,0.2,126.0,0.04,880.4,585.13,50.0,76.0,12.0,13.0,39.0,b'N'
3.0,9.0,0.0,2.0,5.0,4.0,1.0,31.0,25.52,22.39,12800.51,0.19,106.0,0.04,711.14,571.59,37.0,69.0,19.0,23.0,39.0,b'N'
6.0,7.0,2.0,1.0,4.0,3.0,1.0,23.0,54.93,16.69,15306.5,0.31,166.0,0.06,850.36,916.91,69.0,97.0,31.0,15.0,34.0,b'N'
4.0,9.0,2.0,2.0,5.0,3.0,1.0,31.0,38.98,17.5,11939.04,0.23,130.0,0.06,663.28,682.23,60.0,70.0,24.0,14.0,41.0,b'N'
3.0,15.0,1.0,1.0,8.0,7.0,3.0,40.0,59.15,15.59,14378.96,0.31,161.0,0.06,798.83,922.2,79.0,82.0,38.0,15.0,47.0,b'Y'
1.0,17.0,1.0,0.0,9.0,4.0,5.0,24.0,12.37,32.5,13063.03,0.13,93.0,0.03,725.72,401.94,35.0,58.0,7.0,13.0,30.0,b'N'
6.0,13.0,1.0,3.0,7.0,2.0,5.0,35.0,29.18,20.5,12264.41,0.2,114.0,0.05,681.36,598.26,41.0,73.0,19.0,19.0,49.0,b'N'
2.0,7.0,0.0,0.0,6.0,5.0,1.0,39.0,33.13,20.42,13810.22,0.23,117.0,0.05,767.23,676.42,49.0,68.0,30.0,25.0,41.0,b'N'
1.0,37.0,0.0,0.0,19.0,19.0,19.0,21.0,38.97,19.74,15179.93,0.26,160.0,0.05,843.33,769.18,61.0,99.0,17.0,11.0,24.0,b'N'
13.0,13.0,0.0,0.0,12.0,1.0,1.0,42.0,30.57,21.48,14101.51,0.22,121.0,0.05,783.42,656.58,45.0,76.0,22.0,21.0,57.0,b'N'
4.0,11.0,0.0,0.0,6.0,6.0,1.0,21.0,33.67,19.34,12595.49,0.22,128.0,0.05,699.75,651.2,49.0,79.0,19.0,15.0,27.0,b'N'
6.0,19.0,1.0,7.0,11.0,3.0,3.0,29.0,24.27,23.33,13211.18,0.19,105.0,0.04,733.95,566.19,35.0,70.0,18.0,24.0,45.0,b'Y'
